Graph Index,Direction,epsilon,Case,Algorithm,lambda_0,lambda_1,lambda_2,lambda_3,Queue 0 Param,Queue 1 Param,Queue 2 Param,Queue 3 Param,Avg Lq_0,Avg Lq_1,Avg Lq_2,Avg Lq_3,Avg sum(Lq),Avg Cost-Weighted sum(Lq)
0,,0.005,good,maxweight,0.995,0.995,0.995,0.995,1,1,1,1,15.000751517545819,35.71923097722177,55.568266535883815,154.6808810996303,260.9691301302817,464.60193257957513
0,,0.005,good,weighted_maxweight,0.995,0.995,0.995,0.995,1.0,1.3333333333333333,1.6666666666666665,2.0,16.192053690034886,32.91669149107014,43.97009092299529,149.46179701823934,242.54063312233964,432.2880545862659
0,,0.005,good,cmu,0.995,0.995,0.995,0.995,,,,,24.496601242007284,25.530034839688167,22.251266267605,139.37655809552356,211.654460444824,374.3752076653136
0,,0.005,good,cmu_thresh,0.995,0.995,0.995,0.995,600,600,600,,24.496601242007284,25.530034839688167,22.251266267605,139.37655809552356,211.654460444824,374.3752076653136
0,,0.005,good,random,0.995,0.995,0.995,0.995,0,0,0,0,1.153914620583301,2.3951365677705994,3.356455399204113,7444.870346749349,7451.775853336907,14899.682215874982
0,,0.005,good,random_idle,0.995,0.995,0.995,0.995,0,0,0,0,1.2649164326193227,59.22296985000324,63.23594781019784,9984.18024963603,10107.90408372885,20153.982621855015
1,,0.005,bad,maxweight,0.995,0.995,0.995,0.995,1,1,1,1,15.000751517545819,35.71923097722177,55.568266535883815,154.6808810996303,260.9691301302817,318.30545781127
1,,0.005,bad,weighted_maxweight,0.995,0.995,0.995,0.995,2.0,1.6666666666666665,1.3333333333333333,1.0,14.419962469445474,37.54990539785142,69.60586183508707,177.80773517422278,299.38346487660675,362.03865155631553
1,,0.005,bad,cmu,0.995,0.995,0.995,0.995,,,,,1.153914620583301,2.3951365677705994,3.356455399204113,7444.870346749349,7451.775853336907,7455.645344135739
1,,0.005,bad,cmu_thresh,0.995,0.995,0.995,0.995,600,600,600,,24.496601242007284,25.530034839688167,22.251266267605,139.37655809552356,211.654460444824,260.58817366915844
1,,0.005,bad,random,0.995,0.995,0.995,0.995,0,0,0,0,1.153914620583301,2.3951365677705994,3.356455399204113,7444.870346749349,7451.775853336907,7455.645344135739
1,,0.005,bad,random_idle,0.995,0.995,0.995,0.995,0,0,0,0,1.2649164326193227,59.22296985000324,63.23594781019784,9984.18024963603,10107.90408372885,10169.729629331538
